stem,C4_e1_med,C4_e1_n,C4_e2_med,C4_e2_n,C4_e5_med,C4_e5_n,C4_e10_med,C4_e10_n,C5_e1_med,C5_e1_n,C5_e2_med,C5_e2_n,C5_e5_med,C5_e5_n,C5_e10_med,C5_e10_n,C4_e20_med,C4_e20_n,C5_e20_med,C5_e20_n
ank_5_12,0.7369705104929128,126,0.7147340814814345,140,0.7299271131365344,140,0.8396405570303667,110,0.5568181492823968,177,0.5148523584118929,172,0.41226036122387777,216,0.397958199175198,191,0.7178622937945992,135,0.4080395101185156,192
ank_5_40,3.212401256577441,22,3.7441550947480096,18,4.59825443590854,24,3.6319481349811884,16,4.68735517449529,13,3.818285380846306,19,4.169895128415256,26,4.403906469526916,22,3.405481462186452,20,4.606991907997554,21
ank_5_5,1.1144993663974687,86,1.0394180057885425,82,1.242986374456309,115,1.3649442552413507,103,0.7157747706486408,151,0.7294900202257101,149,0.7014572319435028,156,0.5840567268032255,156,1.0844697190849262,118,0.4807575573329983,152
ank_6_10,1.5849539849314773,100,2.1487153761024773,111,2.5152768470018025,96,1.8244882953606467,77,1.7703119884634682,89,1.9610971749893324,109,1.3839745682439835,99,1.629202254426113,105,2.106442604668774,96,1.4104642530754132,100
ank_6_38,4.696975002615306,22,2.426479948674119,17,3.620142015158377,18,4.13251157559873,16,3.200959157680848,26,2.555729858662658,19,3.8221049380679917,34,3.5198545829543733,26,2.652562828666997,21,3.5557764299553813,25
ank_7_36,5.386260498036834,17,3.627142591244155,14,3.001621031633949,11,3.1182034413863957,27,2.893495061980962,21,1.8382052326476135,31,3.160729030770887,32,2.883927632128665,19,4.345372951012059,17,4.2102825797188865,25
ank_7_8,1.8288574464042557,79,2.4373280493930745,83,2.339939824788757,84,2.0061714573369818,74,1.778013494123725,112,1.1340143898374067,84,1.364777908021229,102,1.238488051512658,97,1.9624913811434712,77,1.0927195307815996,84
ank_8_19,3.069941733560346,44,2.6861230913583873,45,3.3595473774853675,48,2.434236855640701,46,2.548733010179776,49,2.8091582284536525,44,2.5607134747410125,56,2.242857600438236,63,3.3190414662609036,41,2.035910514531145,70
ank_8_22,1.9153471264366204,54,1.619240749264983,64,1.6686101635981434,63,1.3975502374156625,58,0.909055516626933,73,0.9563788114537417,80,0.7165209444132461,101,0.519016867044309,69,2.1150284112228586,53,0.8326991479188905,96
ank_8_31,1.3341790521592998,40,1.7185883387687142,35,1.5400453626914798,34,1.5327960070373736,26,1.3652708712834885,42,1.097298323731122,45,1.6107283751616488,54,1.4287726779289511,54,1.6497345933611502,39,2.0753406532221836,45
ank_8_41,0.829710988226323,105,0.7208413144817672,109,0.7489400176127029,103,0.6404595376112203,110,0.7197700527324127,131,0.6634693728967754,147,0.5011401539412962,162,0.516322425967285,169,0.6142269856969385,82,0.5190753448778664,168
ank_9_1,2.7280117547873175,62,1.8789031001829184,78,1.678777186514968,74,2.502036165852396,75,2.422568832046451,90,1.8262709069029481,93,1.6626244440112175,109,1.7433970747515006,95,2.5757576725374616,65,1.9281268218233392,111
ank_9_24,1.5933419082068776,48,0.9834491729959612,69,1.3634497714694334,51,1.2093324574653892,58,0.7294850683742283,62,0.7476277361011879,75,0.7712587185633168,81,0.6519118004532469,83,1.6469794129295592,57,0.7510498383525146,82
ank_9_25,1.0884931752700577,72,0.7014034916871659,58,1.0483868518720874,74,0.9624210699762474,57,0.6849385739457803,86,0.5967193787311226,79,0.5754425241101009,90,0.4458153812552331,80,1.8463254010468584,34,0.6687869828962195,110
