gx,gy,easting,northing,nodata,cloud_scl,snow
0,0,600000.0,4400040.0,0.0,0.0,0.0
1,0,602570.0,4400040.0,0.0,0.0,0.0
2,0,605140.0,4400040.0,0.0,0.0,0.0
3,0,607710.0,4400040.0,0.0,0.0,0.0
4,0,610280.0,4400040.0,0.0,0.0,0.0
5,0,612850.0,4400040.0,0.0,0.0,0.0
6,0,615420.0,4400040.0,0.0,0.0,0.0
7,0,617990.0,4400040.0,0.0,0.0,0.0
8,0,620560.0,4400040.0,0.0,0.0,0.0
9,0,623130.0,4400040.0,0.0,0.0,0.0
10,0,625700.0,4400040.0,0.0,0.0,0.0
11,0,628270.0,4400040.0,0.0,0.0,0.0
12,0,630840.0,4400040.0,0.0,0.0,0.0
13,0,633410.0,4400040.0,0.0,0.0,0.0
14,0,635980.0,4400040.0,0.0,0.0,0.0
15,0,638550.0,4400040.0,0.0,0.0,0.0
16,0,641120.0,4400040.0,0.0,0.0,0.0
17,0,643690.0,4400040.0,2e-05,0.13899,0.0
18,0,646260.0,4400040.0,0.0,0.0,0.0
19,0,648830.0,4400040.0,0.0,0.0,0.0
20,0,651400.0,4400040.0,0.0,0.0,0.0
21,0,653970.0,4400040.0,0.0,0.0,0.0
22,0,656540.0,4400040.0,0.0,0.0,0.0
23,0,659110.0,4400040.0,0.0,0.0,0.0
24,0,661680.0,4400040.0,0.0,0.0,0.0
25,0,664250.0,4400040.0,0.0,0.0,0.0
26,0,666820.0,4400040.0,0.0,0.0,0.0
27,0,669390.0,4400040.0,0.0,0.0,0.0
28,0,671960.0,4400040.0,0.0,0.0,0.0
29,0,674530.0,4400040.0,0.0,0.0,0.0
30,0,677100.0,4400040.0,0.0,0.0,0.0
31,0,679670.0,4400040.0,0.0,0.0,0.0
32,0,682240.0,4400040.0,0.0,0.0,0.0
33,0,684810.0,4400040.0,0.0,0.0,0.0
34,0,687380.0,4400040.0,0.0,0.0,0.0
35,0,689950.0,4400040.0,0.0,0.0,0.0
36,0,692520.0,4400040.0,0.0,0.0,0.0
37,0,695090.0,4400040.0,0.0,0.0,0.0
38,0,697660.0,4400040.0,0.0,0.0,0.0
39,0,700230.0,4400040.0,0.0,0.0,0.0
40,0,702800.0,4400040.0,0.0,0.0,0.0
41,0,705370.0,4400040.0,0.0,0.0,0.0
0,1,600000.0,4397470.0,0.0,0.0,0.0
1,1,602570.0,4397470.0,0.0,0.0,0.0
2,1,605140.0,4397470.0,0.0,0.0,0.0
3,1,607710.0,4397470.0,0.0,0.0,0.0
4,1,610280.0,4397470.0,0.0,0.0,0.0
5,1,612850.0,4397470.0,0.0,0.0,0.0
6,1,615420.0,4397470.0,0.0,0.0,0.0
7,1,617990.0,4397470.0,0.0,0.0,0.0
8,1,620560.0,4397470.0,0.0,0.0,0.0
9,1,623130.0,4397470.0,0.0,0.0,0.0
10,1,625700.0,4397470.0,0.0,0.0,0.0
11,1,628270.0,4397470.0,0.0,0.0,0.0
12,1,630840.0,4397470.0,0.0,0.0,0.0
13,1,633410.0,4397470.0,0.0,0.0,0.0
14,1,635980.0,4397470.0,0.0,0.0,0.0
15,1,638550.0,4397470.0,0.0,0.0,0.0
16,1,641120.0,4397470.0,0.0,0.0,0.0
17,1,643690.0,4397470.0,0.0,0.00709,0.0
18,1,646260.0,4397470.0,0.0,0.0,0.0
19,1,648830.0,4397470.0,0.0,0.0,0.0
20,1,651400.0,4397470.0,0.0,0.0,0.0
21,1,653970.0,4397470.0,0.0,0.0,0.0
22,1,656540.0,4397470.0,0.0,0.0,0.0
23,1,659110.0,4397470.0,0.0,0.0,0.0
24,1,661680.0,4397470.0,0.0,0.0,0.0
25,1,664250.0,4397470.0,0.0,0.0,0.0
26,1,666820.0,4397470.0,0.0,0.0,0.0
27,1,669390.0,4397470.0,0.0,0.0,0.0
28,1,671960.0,4397470.0,0.0,0.0,0.0
29,1,674530.0,4397470.0,0.0,0.0,0.0
30,1,677100.0,4397470.0,0.0,0.0,0.0
31,1,679670.0,4397470.0,0.0,0.0,0.0
32,1,682240.0,4397470.0,0.0,0.0,0.0
33,1,684810.0,4397470.0,0.0,0.0,0.0
34,1,687380.0,4397470.0,0.0,0.0,0.0
35,1,689950.0,4397470.0,0.0,0.0,0.0
36,1,692520.0,4397470.0,3e-05,0.0,0.0
37,1,695090.0,4397470.0,2e-05,0.0,0.0
38,1,697660.0,4397470.0,0.0,0.0,0.0
39,1,700230.0,4397470.0,0.0,0.0,0.0
40,1,702800.0,4397470.0,0.0,0.0,0.0
41,1,705370.0,4397470.0,0.0,0.0,0.0
0,2,600000.0,4394900.0,0.0,0.0,0.0
1,2,602570.0,4394900.0,0.0,0.0,0.0
2,2,605140.0,4394900.0,0.0,0.0,0.0
3,2,607710.0,4394900.0,0.0,0.0,0.0
4,2,610280.0,4394900.0,0.0,0.0,0.0
5,2,612850.0,4394900.0,0.0,0.0,0.0
6,2,615420.0,4394900.0,0.0,0.0,0.0
7,2,617990.0,4394900.0,0.0,0.0,0.0
8,2,620560.0,4394900.0,0.0,0.0,0.0
9,2,623130.0,4394900.0,0.0,0.0,0.0
10,2,625700.0,4394900.0,0.0,0.0,0.0
11,2,628270.0,4394900.0,0.0,0.0,0.0
12,2,630840.0,4394900.0,0.0,0.0,0.0
13,2,633410.0,4394900.0,0.0,0.0,0.0
14,2,635980.0,4394900.0,0.0,0.0,0.0
15,2,638550.0,4394900.0,0.0,0.0,0.0
16,2,641120.0,4394900.0,5e-05,0.10979,0.0
17,2,643690.0,4394900.0,0.0,0.05895,0.0
18,2,646260.0,4394900.0,0.0,0.0,0.0
19,2,648830.0,4394900.0,0.0,0.0,0.0
20,2,651400.0,4394900.0,0.0,0.0,0.0
21,2,653970.0,4394900.0,0.0,0.0,0.0
22,2,656540.0,4394900.0,0.0,0.0,0.0
23,2,659110.0,4394900.0,0.0,0.0,0.0
24,2,661680.0,4394900.0,0.0,0.0,0.0
25,2,664250.0,4394900.0,0.0,0.0,0.0
26,2,666820.0,4394900.0,0.0,0.0,0.0
27,2,669390.0,4394900.0,0.0,0.0,0.0
28,2,671960.0,4394900.0,0.0,0.0,0.0
29,2,674530.0,4394900.0,0.0,0.0,0.0
30,2,677100.0,4394900.0,0.0,0.0,0.0
31,2,679670.0,4394900.0,0.0,0.0,0.0
32,2,682240.0,4394900.0,0.0,0.0,0.0
33,2,684810.0,4394900.0,0.0,0.0,0.0
34,2,687380.0,4394900.0,0.0,0.0,0.0
35,2,689950.0,4394900.0,0.0,0.0,0.0
36,2,692520.0,4394900.0,0.0,0.0,0.0
37,2,695090.0,4394900.0,0.0,0.0,0.0
38,2,697660.0,4394900.0,0.0,0.0,0.0
39,2,700230.0,4394900.0,0.0,0.0,0.0
40,2,702800.0,4394900.0,0.0,0.0,0.0
41,2,705370.0,4394900.0,2e-05,0.0,0.0
0,3,600000.0,4392330.0,0.0,0.0,0.0
1,3,602570.0,4392330.0,0.0,0.0,0.0
2,3,605140.0,4392330.0,0.0,0.0,0.0
3,3,607710.0,4392330.0,0.0,0.0,0.0
4,3,610280.0,4392330.0,0.0,0.0,0.0
5,3,612850.0,4392330.0,0.0,0.0,0.0
6,3,615420.0,4392330.0,0.0,0.0,0.0
7,3,617990.0,4392330.0,0.0,0.0,0.0
8,3,620560.0,4392330.0,0.0,0.0,0.0
9,3,623130.0,4392330.0,0.0,0.0,0.0
10,3,625700.0,4392330.0,0.0,0.0,0.0
11,3,628270.0,4392330.0,0.0,0.0,0.0
12,3,630840.0,4392330.0,0.0,0.0,0.0
13,3,633410.0,4392330.0,0.0,0.03089,0.0
14,3,635980.0,4392330.0,2e-05,0.02265,0.0
15,3,638550.0,4392330.0,0.0,0.0,0.0
16,3,641120.0,4392330.0,6e-05,0.17908,0.0
17,3,643690.0,4392330.0,8e-05,0.11297,0.0
18,3,646260.0,4392330.0,0.0,0.0,0.0
19,3,648830.0,4392330.0,0.0,0.0,0.0
20,3,651400.0,4392330.0,0.0,0.00337,0.0
21,3,653970.0,4392330.0,0.0,0.0,0.0
22,3,656540.0,4392330.0,0.0,0.0,0.0
23,3,659110.0,4392330.0,0.0,0.0,0.0
24,3,661680.0,4392330.0,0.0,0.0,0.0
25,3,664250.0,4392330.0,0.0,0.0,0.0
26,3,666820.0,4392330.0,0.0,0.0,0.0
27,3,669390.0,4392330.0,0.0,0.0,0.0
28,3,671960.0,4392330.0,0.0,0.0,0.0
29,3,674530.0,4392330.0,0.0,0.0,0.0
30,3,677100.0,4392330.0,0.0,0.0,0.0
31,3,679670.0,4392330.0,0.0,0.0,0.0
32,3,682240.0,4392330.0,0.0,0.0,0.0
33,3,684810.0,4392330.0,0.0,0.0,0.0
34,3,687380.0,4392330.0,0.0,0.0,0.0
35,3,689950.0,4392330.0,0.0,0.0,0.0
36,3,692520.0,4392330.0,0.0,0.0,0.0
37,3,695090.0,4392330.0,0.0,0.0,0.0
38,3,697660.0,4392330.0,0.0,0.0,0.0
39,3,700230.0,4392330.0,0.0,0.0,0.0
40,3,702800.0,4392330.0,0.0,0.0,0.0
41,3,705370.0,4392330.0,0.0,0.0,0.0
0,4,600000.0,4389760.0,0.0,0.0,0.0
1,4,602570.0,4389760.0,0.0,0.0,0.0
2,4,605140.0,4389760.0,0.0,0.0,0.0
3,4,607710.0,4389760.0,0.0,0.0,0.0
4,4,610280.0,4389760.0,0.0,0.0,0.0
5,4,612850.0,4389760.0,0.0,0.0,0.0
6,4,615420.0,4389760.0,0.0,0.0,0.0
7,4,617990.0,4389760.0,0.0,0.0,0.0
8,4,620560.0,4389760.0,0.0,0.0,0.0
9,4,623130.0,4389760.0,0.0,0.0,0.0
10,4,625700.0,4389760.0,0.0,0.0,0.0
11,4,628270.0,4389760.0,0.0,0.0,0.0
12,4,630840.0,4389760.0,0.0,0.0,0.0
13,4,633410.0,4389760.0,9e-05,0.05895,0.0
14,4,635980.0,4389760.0,0.0,0.04116,0.0
15,4,638550.0,4389760.0,0.0,0.00084,0.0
16,4,641120.0,4389760.0,2e-05,0.04639,0.0
17,4,643690.0,4389760.0,6e-05,0.17914,0.0
18,4,646260.0,4389760.0,0.0,0.0,0.0
19,4,648830.0,4389760.0,0.0,0.0,0.0
20,4,651400.0,4389760.0,0.0,0.0,0.0
21,4,653970.0,4389760.0,0.0,0.0,0.0
22,4,656540.0,4389760.0,0.0,0.0,0.0
23,4,659110.0,4389760.0,0.0,0.0,0.0
24,4,661680.0,4389760.0,0.0,0.0,0.0
25,4,664250.0,4389760.0,0.0,0.0,0.0
26,4,666820.0,4389760.0,0.0,0.0,0.0
27,4,669390.0,4389760.0,0.0,0.0,0.0
28,4,671960.0,4389760.0,0.0,0.0,0.0
29,4,674530.0,4389760.0,2e-05,0.0,0.0
30,4,677100.0,4389760.0,3e-05,0.0,0.0
31,4,679670.0,4389760.0,0.0,0.0,0.0
32,4,682240.0,4389760.0,0.0,0.0,0.0
33,4,684810.0,4389760.0,0.0,0.0,0.0
34,4,687380.0,4389760.0,0.0,0.0,0.0
35,4,689950.0,4389760.0,0.0,0.0,0.0
36,4,692520.0,4389760.0,0.0,0.0,0.0
37,4,695090.0,4389760.0,0.0,0.0,0.0
38,4,697660.0,4389760.0,0.0,0.0,0.0
39,4,700230.0,4389760.0,0.0,0.0,0.0
40,4,702800.0,4389760.0,0.0,0.0,0.0
41,4,705370.0,4389760.0,0.0,0.0,0.0
0,5,600000.0,4387190.0,0.0,0.0,0.0
1,5,602570.0,4387190.0,0.0,0.0,0.0
2,5,605140.0,4387190.0,0.0,0.0,0.0
3,5,607710.0,4387190.0,0.0,0.0,0.0
4,5,610280.0,4387190.0,0.0,0.0,0.0
5,5,612850.0,4387190.0,0.0,0.0,0.0
6,5,615420.0,4387190.0,0.0,0.0,0.0
7,5,617990.0,4387190.0,0.0,0.0,0.0
8,5,620560.0,4387190.0,0.0,0.0,0.0
9,5,623130.0,4387190.0,0.0,0.0,0.0
10,5,625700.0,4387190.0,0.0,0.0,0.0
11,5,628270.0,4387190.0,0.0,0.0,0.0
12,5,630840.0,4387190.0,0.0,0.0,0.0
13,5,633410.0,4387190.0,0.0,0.0,0.0
14,5,635980.0,4387190.0,0.0,0.0,0.0
15,5,638550.0,4387190.0,2e-05,0.09831,0.0
16,5,641120.0,4387190.0,5e-05,0.10162,0.0
17,5,643690.0,4387190.0,2e-05,0.01274,0.0
18,5,646260.0,4387190.0,0.0,0.0,0.0
19,5,648830.0,4387190.0,0.0,0.0,0.0
20,5,651400.0,4387190.0,0.0,0.0,0.0
21,5,653970.0,4387190.0,0.0,0.0,0.0
22,5,656540.0,4387190.0,0.0,0.0,0.0
23,5,659110.0,4387190.0,0.0,0.0,0.0
24,5,661680.0,4387190.0,0.0,0.0,0.0
25,5,664250.0,4387190.0,0.0,0.0,0.0
26,5,666820.0,4387190.0,0.0,0.0,0.0
27,5,669390.0,4387190.0,0.0,0.0,0.0
28,5,671960.0,4387190.0,0.0,0.0,0.0
29,5,674530.0,4387190.0,0.00011,0.0,0.0
30,5,677100.0,4387190.0,0.0,0.0,0.0
31,5,679670.0,4387190.0,0.0,0.0,0.0
32,5,682240.0,4387190.0,0.0,0.0,0.0
33,5,684810.0,4387190.0,0.0,0.0,0.0
34,5,687380.0,4387190.0,0.0,0.0,0.0
35,5,689950.0,4387190.0,0.0,0.0,0.0
36,5,692520.0,4387190.0,0.0,0.0,0.0
37,5,695090.0,4387190.0,0.0,0.0,0.0
38,5,697660.0,4387190.0,0.0,0.0,0.0
39,5,700230.0,4387190.0,0.0,0.0,0.0
40,5,702800.0,4387190.0,0.0,0.0,0.0
41,5,705370.0,4387190.0,0.0,0.0,0.0
0,6,600000.0,4384620.0,0.0,0.0,0.0
1,6,602570.0,4384620.0,0.0,0.0,0.0
2,6,605140.0,4384620.0,0.0,0.0,0.0
3,6,607710.0,4384620.0,0.0,0.0,0.0
4,6,610280.0,4384620.0,0.0,0.0,0.0
5,6,612850.0,4384620.0,0.0,0.0,0.0
6,6,615420.0,4384620.0,0.0,0.0,0.0
7,6,617990.0,4384620.0,0.0,0.0,0.0
8,6,620560.0,4384620.0,0.0,0.0,0.0
9,6,623130.0,4384620.0,0.0,0.0,0.0
10,6,625700.0,4384620.0,0.0,0.0,0.0
11,6,628270.0,4384620.0,0.0,0.13978,0.0
12,6,630840.0,4384620.0,0.0,0.00084,0.0
13,6,633410.0,4384620.0,0.0,0.04333,0.0
14,6,635980.0,4384620.0,0.0,0.0,0.0
15,6,638550.0,4384620.0,0.0,0.0,0.0
16,6,641120.0,4384620.0,0.0,0.00463,0.0
17,6,643690.0,4384620.0,0.0,0.0417,0.0
18,6,646260.0,4384620.0,0.0,0.0,0.0
19,6,648830.0,4384620.0,0.0,0.0,0.0
20,6,651400.0,4384620.0,0.0,0.0,0.0
21,6,653970.0,4384620.0,0.0,0.0,0.0
22,6,656540.0,4384620.0,0.0,0.0,0.0
23,6,659110.0,4384620.0,0.0,0.0,0.0
24,6,661680.0,4384620.0,0.0,0.0,0.0
25,6,664250.0,4384620.0,0.0,0.0,0.0
26,6,666820.0,4384620.0,0.0,0.0,0.0
27,6,669390.0,4384620.0,0.0,0.0,0.0
28,6,671960.0,4384620.0,0.0,0.0,0.0
29,6,674530.0,4384620.0,0.0,0.0,0.0
30,6,677100.0,4384620.0,0.0,0.0018,0.0
31,6,679670.0,4384620.0,0.0,0.0,0.0
32,6,682240.0,4384620.0,0.0,0.0,0.0
33,6,684810.0,4384620.0,0.0,0.0,0.0
34,6,687380.0,4384620.0,0.0,0.0,0.0
35,6,689950.0,4384620.0,0.0,0.0,0.0
36,6,692520.0,4384620.0,0.0,0.0,0.0
37,6,695090.0,4384620.0,0.0,0.0,0.0
38,6,697660.0,4384620.0,0.0,0.0,0.0
39,6,700230.0,4384620.0,0.0,0.0,0.0
40,6,702800.0,4384620.0,0.0,0.0,0.0
41,6,705370.0,4384620.0,0.0,0.0,0.0
0,7,600000.0,4382050.0,0.0,0.0,0.0
1,7,602570.0,4382050.0,0.0,0.0,0.0
2,7,605140.0,4382050.0,0.0,0.0,0.0
3,7,607710.0,4382050.0,0.0,0.0,0.0
4,7,610280.0,4382050.0,0.0,0.0,0.0
5,7,612850.0,4382050.0,0.0,0.0,0.0
6,7,615420.0,4382050.0,0.0,0.0,0.0
7,7,617990.0,4382050.0,0.0,0.0,0.0
8,7,620560.0,4382050.0,0.0,0.0,0.0
9,7,623130.0,4382050.0,0.0,0.0,0.0
10,7,625700.0,4382050.0,0.0,0.0,0.0
11,7,628270.0,4382050.0,0.0,0.0125,0.0
12,7,630840.0,4382050.0,0.0,0.00078,0.0
13,7,633410.0,4382050.0,0.0,0.0,0.0
14,7,635980.0,4382050.0,0.0,0.0,0.0
15,7,638550.0,4382050.0,0.0,0.00024,0.0
16,7,641120.0,4382050.0,0.0,0.0,0.0
17,7,643690.0,4382050.0,0.0,0.0,0.0
18,7,646260.0,4382050.0,0.0,0.0,0.0
19,7,648830.0,4382050.0,0.0,0.0,0.0
20,7,651400.0,4382050.0,0.0,0.0,0.0
21,7,653970.0,4382050.0,0.0,0.0,0.0
22,7,656540.0,4382050.0,0.0,0.0,0.0
23,7,659110.0,4382050.0,0.0,0.0,0.0
24,7,661680.0,4382050.0,0.0,0.0,0.0
25,7,664250.0,4382050.0,0.0,0.0,0.0
26,7,666820.0,4382050.0,0.0,0.0,0.0
27,7,669390.0,4382050.0,0.0,0.0,0.0
28,7,671960.0,4382050.0,0.0,0.0,0.0
29,7,674530.0,4382050.0,0.0,0.0,0.0
30,7,677100.0,4382050.0,0.0,0.0,0.0
31,7,679670.0,4382050.0,0.0,0.0,0.0
32,7,682240.0,4382050.0,0.0,0.0,0.0
33,7,684810.0,4382050.0,0.0,0.0,0.0
34,7,687380.0,4382050.0,0.0,0.0,0.0
35,7,689950.0,4382050.0,0.0,0.0,0.0
36,7,692520.0,4382050.0,0.0,0.0,0.0
37,7,695090.0,4382050.0,0.0,0.0,0.0
38,7,697660.0,4382050.0,0.0,0.0,0.0
39,7,700230.0,4382050.0,0.0,0.0,0.0
40,7,702800.0,4382050.0,0.0,0.0,0.0
41,7,705370.0,4382050.0,0.0,0.0,0.0
0,8,600000.0,4379480.0,0.0,0.0,0.0
1,8,602570.0,4379480.0,0.0,0.0,0.0
2,8,605140.0,4379480.0,0.0,0.0,0.0
3,8,607710.0,4379480.0,0.0,0.0,0.0
4,8,610280.0,4379480.0,0.0,0.0,0.0
5,8,612850.0,4379480.0,0.0,0.0,0.0
6,8,615420.0,4379480.0,0.0,0.0,0.0
7,8,617990.0,4379480.0,0.0,0.0,0.0
8,8,620560.0,4379480.0,0.0,0.0,0.0
9,8,623130.0,4379480.0,0.0,0.0,0.0
10,8,625700.0,4379480.0,0.0,0.0,0.0
11,8,628270.0,4379480.0,0.0,0.0,0.0
12,8,630840.0,4379480.0,0.0,0.0,0.0
13,8,633410.0,4379480.0,0.0,0.0,0.0
14,8,635980.0,4379480.0,0.0,0.0,0.0
15,8,638550.0,4379480.0,0.0,0.0,0.0
16,8,641120.0,4379480.0,0.0,0.0,0.0
17,8,643690.0,4379480.0,0.0,0.0,0.0
18,8,646260.0,4379480.0,0.0,0.0,0.0
19,8,648830.0,4379480.0,0.0,0.0,0.0
20,8,651400.0,4379480.0,0.0,0.0,0.0
21,8,653970.0,4379480.0,0.0,0.0,0.0
22,8,656540.0,4379480.0,0.0,0.0,0.0
23,8,659110.0,4379480.0,0.0,0.0,0.0
24,8,661680.0,4379480.0,0.0,0.0,0.0
25,8,664250.0,4379480.0,0.0,0.0,0.0
26,8,666820.0,4379480.0,0.0,0.0,0.0
27,8,669390.0,4379480.0,0.0,0.0,0.0
28,8,671960.0,4379480.0,0.0,0.0,0.0
29,8,674530.0,4379480.0,0.0,0.0,0.0
30,8,677100.0,4379480.0,0.0,0.0,0.0
31,8,679670.0,4379480.0,0.0,0.0,0.0
32,8,682240.0,4379480.0,0.0,0.0,0.0
33,8,684810.0,4379480.0,0.0,0.0,0.0
34,8,687380.0,4379480.0,0.0,0.0,0.0
35,8,689950.0,4379480.0,0.0,0.0,0.0
36,8,692520.0,4379480.0,0.0,0.0,0.0
37,8,695090.0,4379480.0,0.0,0.0,0.0
38,8,697660.0,4379480.0,0.0,0.0,0.0
39,8,700230.0,4379480.0,0.0,0.0,0.0
40,8,702800.0,4379480.0,0.0,0.0,0.0
41,8,705370.0,4379480.0,0.0,0.0,0.0
0,9,600000.0,4376910.0,0.0,0.0,0.0
1,9,602570.0,4376910.0,0.0,0.0,0.0
2,9,605140.0,4376910.0,0.0,0.0,0.0
3,9,607710.0,4376910.0,0.0,0.0,0.0
4,9,610280.0,4376910.0,0.0,0.0,0.0
5,9,612850.0,4376910.0,0.0,0.0,0.0
6,9,615420.0,4376910.0,0.0,0.0,0.0
