stem,pre_med,pre_n,C1_e1_med,C1_e1_n,C1_e2_med,C1_e2_n,C1_e5_med,C1_e5_n,C1_e10_med,C1_e10_n,C1_e20_med,C1_e20_n,C2_e1_med,C2_e1_n,C2_e2_med,C2_e2_n,C2_e5_med,C2_e5_n,C2_e10_med,C2_e10_n,C2_e20_med,C2_e20_n
ank_3_39,2.9192768682694235,22,2.161266181835289,34,2.7133779641377584,36,2.3377942330203143,45,3.4316080431125595,43,3.1616342918195315,34,2.2365211766666846,51,2.6876635955919683,38,1.347640228338344,43,1.4772983693993742,43,0.9126096484876194,32
ank_3_9,1.916484618327928,52,1.123728087354076,65,1.3483537857071104,62,1.3196753764665916,69,1.4697298958402665,74,1.6181411376305608,70,1.5721820988624355,68,1.1345933918732611,97,0.7701258146406139,102,1.2291257275777392,110,1.2664108313485707,98
ank_40_19,1.059808318045326,81,0.9251486760574448,97,0.7119014881857276,103,0.5927565741716716,91,0.5157534957457134,109,0.6238103362466808,100,0.5704346613758442,102,0.5554078104821379,123,0.45083323883015947,122,0.49229598310689837,119,0.5374124268001217,124
ank_40_2,3.5384579212473257,36,4.066613489638529,35,3.459100555437387,59,2.4256863779648787,45,2.424195567991265,35,3.676383095929639,52,2.578756870300386,54,2.2748684348860704,57,2.7799017160077297,41,2.7305448990048466,48,2.018987517103441,46
ank_40_40,3.28750465661171,25,2.7547690522515893,50,2.7335735153195664,44,2.7340360505543453,48,4.374272520404604,38,4.8985907254702035,25,2.766402694549152,47,2.421953125216783,42,3.0006465787303327,39,2.7160648470213022,31,2.3306649661876757,57
ank_41_0,2.426187977116153,43,1.7613594490540518,42,2.24520640320155,51,2.1538250955758915,73,2.0254479778126453,53,2.694807015210188,58,1.9215699938541138,69,1.8216170918376762,52,1.4307978788336189,65,1.6556469241379657,68,1.244248917733641,70
ank_41_1,2.0345253557256497,38,3.461918573506833,38,2.3963388072507206,46,2.2935959438216447,56,2.9376675838841795,50,3.258922276424344,28,1.797507971427664,47,2.564130773420499,45,2.702256582743308,40,1.5053001769007601,43,2.419860540518488,43
ank_41_19,3.3341715937949523,28,2.7906142284114366,28,2.9114289089305756,34,3.847467060333181,31,2.9942326373693513,39,3.2279290834105385,30,2.874660433801764,20,3.215096175658788,38,3.87712755300038,40,2.9140849801235857,48,1.994165439008134,35
ank_41_40,3.098666632884822,25,3.8669539243231523,26,3.867693236849117,29,3.432393644105004,40,3.5395212028624776,39,3.7981261846204033,40,3.978123948304119,38,3.9977445798804965,34,3.3084270225071544,28,3.208023730520437,41,2.9209696535974383,26
ank_4_23,3.839902619777315,32,2.7712882677745743,43,3.5779638007525705,46,2.2942434193317958,45,3.6616082465721584,42,1.9134234272950694,51,1.6317493838161452,59,2.6328919043795045,50,1.3368403807534674,50,2.0740740264432054,69,2.0125235894090783,49
ank_4_41,3.667302818899143,35,2.5513332345183546,29,2.1832679403180273,41,2.5869373055606664,45,2.2008784156862937,41,1.6784378294264015,33,1.0702337442487313,31,1.0780005480572408,62,0.750803046468102,53,1.025524372783108,53,0.9435229697365307,53
ank_5_12,1.2636424016899404,102,0.7560966499320831,122,0.7443010652298836,158,0.5647771720201227,139,0.7377614292540683,125,0.8135802292861791,122,0.47821576423474094,227,0.4348429040364359,208,0.3630438182688261,185,0.36812621899245834,219,0.33958030474994416,208
ank_5_40,2.9529203820752095,11,4.861662841016974,16,4.866911605098715,14,3.359140839276216,19,3.622592938896768,22,3.303897163355096,21,4.307537200863038,15,3.6229503353505383,17,4.879533274966193,24,3.9657922003230843,21,3.8096591401636033,14
ank_5_5,1.91496902998628,75,1.0449750264554827,91,1.1211463848915397,113,0.971088571399825,80,1.0050576866502647,115,1.8508809953759344,75,0.5722890884996938,138,0.4648285047446523,106,0.4289614047762221,123,0.4959717692826572,124,0.45612895495689376,123
ank_6_10,1.701941016175065,78,2.2740730060332823,98,1.8616022574539526,85,2.0430338615839636,89,2.07172677877173,95,3.1650110758835472,62,1.7661608454573807,107,1.4767824542386905,107,1.7524630479209362,95,1.2217416816532234,108,1.2379506487353265,98
ank_6_38,2.565681799046371,23,3.3987200811523284,15,3.1717235606526035,23,1.6941515468996093,23,2.629850152423435,22,1.7171732668755078,14,2.891921035716683,22,2.9212217032302137,26,3.6641420776483944,22,2.868279879958953,14,2.2799928841208623,15
ank_7_36,4.879859744562963,15,4.073360231068245,20,3.7311931851253446,20,3.659829768070699,16,3.963343508219559,21,3.5360273125902575,16,3.477034291890883,15,3.628183425276833,21,2.369900469898417,13,3.713380489895857,20,4.345727543799041,24
ank_7_8,2.5132355566538624,87,2.3477461192047855,84,2.076256618035561,78,2.141333769428207,86,2.660224789453406,80,2.96828132815535,93,1.4381660412204775,118,0.8820651551821491,115,0.8891577075596201,100,1.0729680583542083,99,1.1034106780833217,118
ank_8_19,3.894557755594142,36,3.8624537258841305,35,3.9846130026539814,36,3.038040487929843,39,2.558447339023999,31,3.7406981138739654,58,2.5761713270040025,73,3.0441751986576677,55,2.3512637788009267,38,2.652804758181186,36,2.402369667511601,44
ank_8_22,2.9705626908333747,54,2.1414295661069422,40,1.515371913635673,52,1.5559083020715518,62,1.0521907271691247,47,1.6303168483537058,59,0.7417062452781846,59,0.7365870918365147,78,0.6771849658977636,69,0.7117047709709047,72,0.7714347745845727,80
ank_8_31,2.4848005592675184,22,1.9789206892914937,39,1.7632713146975028,42,1.5239521095378883,43,2.858457683630265,33,1.0723421171749756,29,2.1904852979953064,53,1.8318793773866362,51,1.6679283474742101,55,1.7987750902114084,59,1.940852646874725,44
ank_8_41,1.38301893146909,58,1.0079689765910964,77,0.8592248757702785,86,0.5692782445114994,136,0.5199304085162976,113,0.5757830894320346,105,0.7381437074603581,104,0.5358632039612183,114,0.41731847882818485,134,0.4342427841474674,127,0.43596708069896345,131
ank_9_1,1.968581326970428,57,2.8276375074378275,51,2.4701129520437535,48,2.210613231601695,57,1.8611658255907135,53,2.7185992986954934,71,1.361130380724143,76,1.0110841142324762,76,1.2817314483784727,80,1.5575148005317918,88,1.3129314551422484,70
ank_9_24,3.1044634959965274,36,2.357214903642347,55,2.1202907421811057,59,1.4363077179975745,57,1.849396467812681,65,1.6436596880629888,56,1.1871002716049979,55,1.2047786079518716,75,0.5330741903874023,71,0.6828732708304524,73,0.7517423633072704,77
ank_9_25,3.886089116765112,47,1.4316280082644992,50,0.871603088730051,58,0.9448058279799432,62,0.8194431961079547,66,0.9810368850975079,47,0.728614392186074,57,0.6116327745227095,89,0.5011724512584942,76,0.5901627639718829,59,0.45463092039675185,76
